Date,ALV,ASEKY,BAC,C,CADUSD=X,CHFUSD=X,CL=F,DNZOY,EURUSD=X,F,FDX,GBPUSD=X,GM,INRUSD=X,JCI,JPM,JPYUSD=X,RUBUSD=X,TM,TRYUSD=X,WFC,X,^DJI,^GSPC,^IRX,^IXIC
2021-06-14 00:00:00+00:00,103.8499984741211,14.811667442321777,41.36000061035156,75.16000366210938,0.8225036859512329,1.1139429807662964,70.87999725341797,17.809999465942383,1.2110203504562378,14.869999885559082,292.989990234375,1.411930799484253,60.790000915527344,0.013655307702720165,66.16000366210938,157.57000732421875,0.009115022607147694,0.013876688666641712,180.58999633789062,0.11935339123010635,45.150001525878906,26.75,34393.75,4255.14990234375,0.014999999664723873,14174.1396484375
2021-06-15 00:00:00+00:00,104.43000030517578,14.811667442321777,41.38999938964844,73.81999969482422,0.823655366897583,1.1122233867645264,72.12000274658203,17.610000610351562,1.212224006652832,15.0,299.29998779296875,1.4109944105148315,60.810001373291016,0.013664785772562027,67.30999755859375,155.17999267578125,0.009087521582841873,0.013884973712265491,182.4499969482422,0.11826258152723312,45.459999084472656,26.940000534057617,34299.328125,4246.58984375,0.019999999552965164,14072.8603515625
2021-06-16 00:00:00+00:00,102.51000213623047,14.84000015258789,41.619998931884766,71.45999908447266,0.8206407427787781,1.1129660606384277,72.1500015258789,17.799999237060547,1.2127091884613037,15.020000457763672,294.67999267578125,1.4081531763076782,61.7599983215332,0.013634249567985535,67.26000213623047,156.27000427246094,0.009083972312510014,0.013848613016307354,183.83999633789062,0.11687842011451721,45.56999969482422,25.799999237060547,34033.671875,4223.7001953125,0.02800000086426735,14039.6796875
2021-06-17 00:00:00+00:00,99.30000305175781,15.05666732788086,39.79999923706055,68.86000061035156,0.8144648671150208,1.1006791591644287,71.04000091552734,17.78499984741211,1.1995586156845093,14.770000457763672,287.57000732421875,1.3990709781646729,60.08000183105469,0.01354571245610714,65.93000030517578,151.75999450683594,0.009027715772390366,0.01378067210316658,185.1999969482422,0.11600928008556366,42.790000915527344,23.81999969482422,33823.44921875,4221.85986328125,0.02800000086426735,14161.349609375
2021-06-18 00:00:00+00:00,96.22000122070312,14.273332595825195,38.779998779296875,67.61000061035156,0.8100314736366272,1.0897401571273804,71.63999938964844,16.739999771118164,1.1913414001464844,14.520000457763672,285.32000732421875,1.3938642740249634,58.7599983215332,0.013467306271195412,64.44000244140625,147.9199981689453,0.009064128622412682,0.013814215548336506,177.02999877929688,0.11476510018110275,41.75,22.709999084472656,33290.078125,4166.4501953125,0.02800000086426735,14030.3798828125
2021-06-21 00:00:00+00:00,98.12000274658203,13.91333293914795,39.75,68.44999694824219,0.8032193183898926,1.0840226411819458,73.66000366210938,17.045000076293945,1.1873664855957031,14.779999732971191,293.1600036621094,1.381711721420288,59.29999923706055,0.013487286865711212,66.33000183105469,150.42999267578125,0.00907432846724987,0.013736641965806484,178.8800048828125,0.11422983556985855,43.279998779296875,23.309999465942383,33876.96875,4224.7900390625,0.029999999329447746,14141.48046875
2021-06-22 00:00:00+00:00,99.23999786376953,14.319999694824219,39.970001220703125,68.95999908447266,0.8084074258804321,1.0885539054870605,73.05999755859375,17.174999237060547,1.1912561655044556,14.90999984741211,297.69000244140625,1.392540454864502,59.2400016784668,0.013488869182765484,66.72000122070312,150.2100067138672,0.009060104377567768,0.01368195004761219,179.38999938964844,0.11390560120344162,43.540000915527344,23.110000610351562,33945.578125,4246.43994140625,0.03799999877810478,14253.26953125
2021-06-23 00:00:00+00:00,98.88999938964844,14.225000381469727,40.20000076293945,69.6500015258789,0.8123477101325989,1.0886249542236328,73.08000183105469,17.295000076293945,1.1936734914779663,15.420000076293945,297.3699951171875,1.3949919939041138,60.119998931884766,0.013453120365738869,66.44000244140625,151.1199951171875,0.009037178941071033,0.013724575750529766,177.7100067138672,0.11575480550527573,43.959999084472656,23.489999771118164,33874.23828125,4241.83984375,0.03999999910593033,14271.73046875
2021-06-24 00:00:00+00:00,99.7300033569336,14.5,40.83000183105469,71.31999969482422,0.8127900958061218,1.0891940593719482,73.30000305175781,17.299999237060547,1.1933174133300781,15.260000228881836,303.69000244140625,1.3967455625534058,60.040000915527344,0.013468575663864613,66.58000183105469,152.50999450683594,0.009008035063743591,0.013768264092504978,177.6699981689453,0.11581446975469589,45.18000030517578,24.280000686645508,34196.8203125,4266.490234375,0.0430000014603138,14369.7099609375
2021-06-25 00:00:00+00:00,99.79000091552734,14.5,41.619998931884766,71.55000305175781,0.8115368485450745,1.0891704559326172,74.05000305175781,17.59000015258789,1.1930327415466309,15.1899995803833,291.95001220703125,1.3916915655136108,60.29999923706055,0.013478850945830345,67.08999633789062,154.0500030517578,0.00901542603969574,0.013831833377480507,178.10000610351562,0.11497820913791656,46.380001068115234,23.639999389648438,34433.83984375,4280.7001953125,0.0430000014603138,14360.3896484375
2021-06-28 00:00:00+00:00,98.55000305175781,14.5,41.560001373291016,71.51000213623047,0.8135438561439514,1.09088134765625,72.91000366210938,17.5,1.1942152976989746,14.960000038146973,293.989990234375,1.389506459236145,58.63999938964844,0.013474728912115097,67.55999755859375,154.3300018310547,0.00902347918599844,0.013848497532308102,177.07000732421875,0.11432086676359177,45.790000915527344,23.209999084472656,34283.26953125,4290.60986328125,0.03999999910593033,14500.509765625
2021-06-29 00:00:00+00:00,99.52999877929688,14.5,40.88999938964844,69.68000030517578,0.8107669949531555,1.087417483329773,72.9800033569336,17.315000534057617,1.1928904056549072,15.010000228881836,297.8900146484375,1.3879058361053467,58.83000183105469,0.01346159540116787,68.37000274658203,154.13999938964844,0.009041346609592438,0.013849571347236633,176.72999572753906,0.11516624689102173,44.790000915527344,23.360000610351562,34292.2890625,4291.7998046875,0.03999999910593033,14528.330078125
2021-06-30 00:00:00+00:00,97.76000213623047,14.323332786560059,41.22999954223633,70.75,0.8066988587379456,1.085894227027893,73.47000122070312,16.985000610351562,1.1901928186416626,14.859999656677246,298.3299865722656,1.3842746019363403,59.16999816894531,0.013461196795105934,68.62999725341797,155.5399932861328,0.009046907536685467,0.013750921934843063,174.83999633789062,0.1146000474691391,45.290000915527344,24.0,34502.51171875,4297.5,0.03999999910593033,14503.9501953125
2021-07-01 00:00:00+00:00,97.94999694824219,14.333333015441895,41.540000915527344,71.01000213623047,0.8069266676902771,1.0811395645141602,75.2300033569336,17.084999084472656,1.1856770515441895,14.90999984741211,299.1199951171875,1.3829153776168823,59.11000061035156,0.013446100987493992,69.01000213623047,157.0800018310547,0.00899895653128624,0.013688411563634872,175.47999572753906,0.11488045752048492,45.40999984741211,24.06999969482422,34633.53125,4319.93994140625,0.03999999910593033,14522.3798828125
2021-07-02 00:00:00+00:00,98.12999725341797,14.399999618530273,41.150001525878906,70.41000366210938,0.8038132786750793,1.0800302028656006,75.16000366210938,17.110000610351562,1.1846235990524292,14.930000305175781,299.3800048828125,1.3759511709213257,58.959999084472656,0.013414716348052025,69.18000030517578,156.02999877929688,0.008962822146713734,0.013613424263894558,176.02999877929688,0.11541200429201126,45.06999969482422,24.09000015258789,34786.3515625,4352.33984375,0.03799999877810478,14639.330078125
2021-07-05 00:00:00+00:00,,,,,0.8110299706459045,1.0850694179534912,,,1.1856207847595215,,,1.383125901222229,,0.013426098972558975,,,0.008998065255582333,0.013658422976732254,,0.11509598791599274,,,,,,
2021-07-06 00:00:00+00:00,95.73999786376953,14.399999618530273,40.06999969482422,68.20999908447266,0.8103793859481812,1.084481120109558,73.37000274658203,17.06999969482422,1.186380386352539,14.5,294.6099853515625,1.3856172561645508,57.459999084472656,0.013455726206302643,68.3499984741211,153.41000366210938,0.009015832096338272,0.013624664396047592,174.92999267578125,0.1154734417796135,43.4900016784668,22.479999542236328,34577.37109375,4343.5400390625,0.03999999910593033,14663.6396484375
2021-07-07 00:00:00+00:00,95.01000213623047,14.399999618530273,39.75,67.93000030517578,0.8026906251907349,1.0814669132232666,72.19999694824219,16.815000534057617,1.1824523210525513,14.229999542236328,293.54998779296875,1.3805670738220215,56.59000015258789,0.013375617563724518,69.52999877929688,153.58999633789062,0.00904142763465643,0.01342303492128849,175.64999389648438,0.11520339548587799,43.400001525878906,22.93000030517578,34681.7890625,4358.1298828125,0.0430000014603138,14665.0595703125
2021-07-08 00:00:00+00:00,93.69999694824219,14.399999618530273,38.779998779296875,66.7300033569336,0.8011729121208191,1.0806137323379517,72.94000244140625,16.520000457763672,1.17933988571167,14.0600004196167,293.239990234375,1.3801099061965942,56.060001373291016,0.013365071266889572,68.91000366210938,150.94000244140625,0.009038730524480343,0.013387023471295834,174.22999572753906,0.11522728204727173,42.31999969482422,22.6299991607666,34421.9296875,4320.81982421875,0.0430000014603138,14559.7802734375
2021-07-09 00:00:00+00:00,96.04000091552734,14.399999618530273,40.040000915527344,68.44999694824219,0.7982119917869568,1.093206763267517,74.55999755859375,17.139999389648438,1.184800386428833,14.479999542236328,296.3999938964844,1.3790820837020874,58.7599983215332,0.0133830476552248,70.05999755859375,155.77000427246094,0.009107384830713272,0.013384784571826458,177.7899932861328,0.11518216133117676,43.90999984741211,24.540000915527344,34870.16015625,4369.5498046875,0.0430000014603138,14701.919921875
2021-07-12 00:00:00+00:00,96.48999786376953,14.300000190734863,40.630001068115234,69.44000244140625,0.8034064769744873,1.0940439701080322,74.0999984741211,17.094999313354492,1.187295913696289,14.609999656677246,299.6700134277344,1.3899506330490112,58.970001220703125,0.013424530625343323,70.69000244140625,158.0,0.009073175489902496,0.013467433862388134,178.89999389648438,0.1155494973063469,44.15999984741211,25.0,34996.1796875,4384.6298828125,0.0430000014603138,14733.240234375
2021-07-13 00:00:00+00:00,95.27999877929688,14.300000190734863,39.86000061035156,68.37000274658203,0.8028775453567505,1.0928722620010376,75.25,17.010000228881836,1.186521053314209,14.420000076293945,299.0799865722656,1.3886960744857788,58.72999954223633,0.013415309600532055,69.62000274658203,155.64999389648438,0.009064128622412682,0.01344684325158596,179.17999267578125,0.1158466637134552,43.22999954223633,24.219999313354492,34888.7890625,4369.2099609375,0.04500000178813934,14677.650390625
2021-07-14 00:00:00+00:00,95.72000122070312,14.300000190734863,38.86000061035156,68.16999816894531,0.7986582517623901,1.0883761644363403,73.12999725341797,16.850000381469727,1.1775373220443726,14.25,295.8599853515625,1.3806052207946777,58.0,0.01339421421289444,69.8499984741211,155.1199951171875,0.009042000398039818,0.013452685438096523,180.0,0.11602005362510681,44.95000076293945,23.260000228881836,34933.23046875,4374.2998046875,0.04500000178813934,14644.9501953125
2021-07-15 00:00:00+00:00,94.9800033569336,14.300000190734863,38.83000183105469,68.44999694824219,0.7990092635154724,1.0932666063308716,71.6500015258789,16.579999923706055,1.1833338737487793,14.010000228881836,296.0799865722656,1.385809302330017,56.95000076293945,0.01342838816344738,70.12000274658203,155.4600067138672,0.009092231281101704,0.01349048875272274,178.92999267578125,0.11649512499570847,45.0,23.200000762939453,34987.01953125,4360.02978515625,0.03799999877810478,14543.1298828125
